release_date,required_age,price,windows,mac,linux,achievements,recommendations,developers,publishers,categories,genres,average_playtime_forever,average_playtime_2weeks,median_playtime_forever,median_playtime_2weeks,absolute_score,success_class
2017-04-24,0,29.99,True,False,False,24,45570,['Red Barrels'],['Red Barrels'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",Action Adventure Indie,0,0,0,0,44876,alto_successo
2016-09-15,17,19.99,True,True,False,65,45262,"['2K Boston', '2K Australia', 'Blind Squirrel', 'Feral Interactive (Mac)']","['2K', 'Feral Interactive (Mac)']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Action RPG,509,1152,225,1728,36097,alto_successo
2023-09-20,0,19.99,True,False,False,108,45442,['Recreate Games'],['Source Technology'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Remote Play Together', 'Family Sharing']",Action Casual Indie,0,0,0,0,34515,alto_successo
2021-04-01,17,19.99,True,False,False,52,45391,['People Can Fly'],['Square Enix'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']",Action Adventure RPG,3530,690,2479,690,19886,alto_successo
2020-02-18,0,14.99,True,True,True,50,44369,['Spiderling Studios'],['Spiderling Studios'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing']",Indie Simulation,399,0,213,0,44787,alto_successo
2022-07-14,0,24.99,True,False,False,100,44279,['FuturLab'],['Square Enix'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Casual Indie Simulation,1622,0,1358,0,47662,alto_successo
2020-10-27,0,29.99,True,False,False,45,44064,"['One More Level', '3D Realms', 'Slipgate Ironworks™', 'All in! Games']",['505 Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Action,0,0,0,0,51824,alto_successo
2024-10-10,0,69.99,True,False,False,50,43838,"['Spike Chunsoft Co., Ltd.']",['Bandai Namco Entertainment'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together', 'HDR available', 'Family Sharing']",Action,0,0,0,0,51093,alto_successo
2020-05-19,0,14.99,True,True,True,83,43812,"['Blacklight Interactive', 'Team17']",['Team17'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Stats', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']",Casual Indie Sports,696,62,371,76,50543,alto_successo
2023-07-14,0,18.99,True,False,False,0,43666,['Fluppisoft'],['Fluppisoft'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Family Sharing']",Simulation,828,0,405,0,42934,alto_successo
2024-06-19,0,4.99,True,False,False,16,43265,['Anegar Games'],['Anegar Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing']",Adventure Casual Indie Simulation,374,66,261,104,41360,alto_successo
2017-11-16,0,0.0,True,False,False,20,0,['KONAMI'],['KONAMI'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",Strategy FreeToPlay,3599,0,94,0,28934,alto_successo
2023-09-21,17,11.99,True,False,False,22,43106,['Starbreeze Studios'],['Deep Silver'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Action Adventure RPG,1091,55,512,55,-8058,alto_successo
2019-08-19,17,39.99,True,False,False,50,43164,['Gunfire Games'],['Arc Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Action Adventure RPG,1531,0,1053,0,36317,alto_successo
2018-11-21,0,4.99,True,False,False,35,43115,['Łukasz Jakowski'],['Łukasz Jakowski Games'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Steam Workshop', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']",Strategy,20996,1509,3434,1509,36067,alto_successo
2019-06-18,0,20.99,True,False,False,34,43104,['Numantian Games'],['Numantian Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing']",Strategy,2861,296,1656,375,33803,alto_successo
2022-01-21,0,6.39,True,True,False,33,42360,"['WSS playground', 'xemono']",['WSS playground'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Adventure Indie,28304,4938,152,9875,40592,alto_successo
2018-09-20,0,14.99,True,False,False,31,42209,['Rebuilt Games'],['Rebuilt Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Action Casual Indie,721,77,391,86,41192,alto_successo
2023-06-29,0,19.99,True,False,False,48,42044,['Soleil Ltd.'],['Bandai Namco Entertainment'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",Action,0,0,0,0,38293,alto_successo
2019-09-26,16,59.99,True,False,False,43,42013,['Bandai Namco Studios'],['Bandai Namco Entertainment'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Action RPG,0,0,0,0,39050,alto_successo
2021-08-26,0,0.0,True,True,False,13,6485,['Pixile'],['Pixile'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Stats', 'Remote Play on TV']",Action Adventure Casual Indie MassivelyMultiplayer FreeToPlay,421,370,109,370,36635,alto_successo
2021-12-09,0,39.99,True,False,False,57,41581,['10 Chambers'],['10 Chambers'],"['Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Family Sharing']",Action,975,13,383,13,41782,alto_successo
2015-06-05,0,19.99,True,True,True,26,43428,['Berserk Games'],['Berserk Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play Together', 'Family Sharing']",Casual Indie RPG Simulation Strategy,2202,262,496,251,61710,alto_successo
2022-08-10,0,19.99,True,True,True,37,41555,['Beam Team Games'],['Beam Team Publishing'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Adventure Indie,0,0,0,0,22351,alto_successo
2021-06-11,13,39.99,True,False,False,39,41236,['Arc System Works'],['Arc System Works'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']",Action,0,0,0,0,44214,alto_successo
2017-10-05,0,29.99,True,True,False,46,41138,['Gears for Breakfast'],"['Gears for Breakfast', 'Humble Games']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Adventure Indie,827,0,444,0,49109,alto_successo
2023-03-28,17,59.99,True,False,False,29,41021,"['Naughty Dog LLC', 'Iron Galaxy Studios']",['PlayStation Publishing LLC'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",Action Adventure,747,611,702,1220,38733,alto_successo
2019-01-29,0,19.99,True,False,False,94,40923,"['Claudiu Kiss', 'The Irregular Corporation']",['The Irregular Corporation'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",Indie Simulation,730,806,366,806,44840,alto_successo
2018-03-06,13,34.99,True,False,False,97,40750,['Square Enix'],['Square Enix'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']",RPG,2160,75,1186,75,34970,alto_successo
2020-01-16,0,59.99,True,False,False,42,40643,['CyberConnect2 Co. Ltd.'],['Bandai Namco Entertainment Inc.'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Action RPG,0,0,0,0,46572,alto_successo
2023-07-25,17,49.99,True,False,False,65,40099,['Gunfire Games'],['Arc Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Action Adventure RPG,2977,20,1277,20,39203,alto_successo
2024-10-02,0,6.99,True,False,False,0,39639,['Curve Animation'],['Curve Animation'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Family Sharing']",Casual Indie Simulation Strategy EarlyAccess,0,0,0,0,38576,alto_successo
2019-09-25,0,15.99,True,False,False,0,39684,['Genesz'],['Genesz'],"['Single-player', 'Remote Play Together', 'Family Sharing']",Action Adventure Casual Indie Simulation EarlyAccess,655,99,318,124,36165,alto_successo
2017-05-30,0,2.49,True,False,False,132,40164,"['Antimatter Games', 'Tripwire Interactive']",['Tripwire Interactive'],"['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Stats', 'Includes level editor', 'Family Sharing']",Action MassivelyMultiplayer Simulation Strategy,1479,0,1039,0,41674,alto_successo
2018-12-14,0,29.99,True,False,False,105,39864,"['上海烛龙信息科技有限公司', 'Aurogon Shanghai']",['北京网元圣唐娱乐科技有限公司'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Remote Play on Tablet', 'Family Sharing']",RPG,0,0,0,0,34396,alto_successo
2024-08-27,0,19.99,True,False,True,46,39568,['Pugstorm'],"['Fireshine Games', 'bilibili']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Adventure Casual Indie RPG,0,0,0,0,44753,alto_successo
2017-01-03,0,9.99,True,False,False,0,39261,['Ubisoft Entertainment'],['Ubisoft Entertainment'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Casual,310,2,213,2,22646,alto_successo
2016-11-11,17,29.99,True,False,False,50,39327,['Arkane Studios'],['Bethesda Softworks'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Action,0,0,0,0,48780,alto_successo
2016-10-27,0,19.99,True,False,False,61,39313,"['QLOC', 'DIMPS']",['Bandai Namco Entertainment'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']",Action Adventure Casual MassivelyMultiplayer,0,0,0,0,42154,alto_successo
2015-09-21,17,29.99,True,True,True,10,38807,['Frictional Games'],['Frictional Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Action Adventure Indie,0,0,0,0,40699,alto_successo
2018-04-09,0,24.99,True,False,False,0,38697,['ProjectMoon'],['ProjectMoon'],"['Single-player', 'Family Sharing']",Indie Simulation,2389,2729,239,2729,36762,alto_successo
2024-05-16,17,59.99,True,False,False,77,38417,"['Sucker Punch Productions', 'Nixxes Software']",['PlayStation Publishing LLC'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Family Sharing']",Action Adventure,2117,180,1684,322,50602,alto_successo
2018-06-15,0,0.0,True,False,True,13,0,"['Darkflow Software', 'Matter Team']",['Gaijin Network Ltd'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'In-App Purchases']",Action MassivelyMultiplayer FreeToPlay,2707,0,62,0,22238,alto_successo
2020-02-19,0,0.0,True,True,False,55,130,['SMG Studio'],['SMG Studio'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together']",Casual Strategy FreeToPlay,0,0,0,0,23025,alto_successo
2022-08-18,17,0.0,True,False,False,52,6323,['id Software'],['Bethesda Softworks'],"['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements']",Action FreeToPlay,372,0,79,0,18166,alto_successo
2019-01-31,0,59.99,True,False,False,49,37783,['Bandai Namco Studios Inc.'],['Bandai Namco Entertainment'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Action Simulation,751,165,571,184,35122,alto_successo
2022-09-28,0,29.99,True,False,False,0,37762,['Siege Camp'],['Siege Camp'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Valve Anti-Cheat enabled']",Action Indie MassivelyMultiplayer RPG Strategy,1686,316,462,604,28293,alto_successo
2020-08-18,0,29.99,True,True,True,39,37487,['Thunder Lotus Games'],['Thunder Lotus Games'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Adventure Indie Simulation,739,46,360,46,38762,alto_successo
2020-08-27,17,39.99,True,False,False,67,37726,['Remedy Entertainment'],['Remedy Entertainment'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Action Adventure,615,0,345,0,36916,alto_successo
2022-12-01,0,69.99,True,False,False,41,37355,['Criterion Games'],['Electronic Arts'],"['Single-player', 'Multi-player', 'PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support', 'HDR available']",Action Racing,0,0,0,0,9669,alto_successo
2023-04-20,0,10.99,True,False,False,234,37417,['养蛋人 Egg Hatcher'],['养蛋人 Egg Hatcher'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']",Indie RPG Simulation,0,0,0,0,37519,alto_successo
2022-06-20,0,6.99,True,False,False,26,37085,['MrFatcat'],"['MrFatcat', 'Dropsiick']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Tracked Controller Support', 'Steam Workshop', 'Family Sharing']",Adventure Indie EarlyAccess,0,0,0,0,28695,alto_successo
2022-01-20,17,9.99,True,False,False,83,36245,['IO Interactive A/S'],['IO Interactive A/S'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'Steam Cloud', 'Family Sharing']",Action Adventure,1232,71,508,74,30186,alto_successo
2018-12-22,0,29.99,True,False,False,0,36680,"['Grapeshot Games', 'Instinct Games']","['Grapeshot Games', 'Snail Games USA']","['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Full controller support', 'Steam Workshop', 'Includes level editor', 'Family Sharing']",Action Adventure MassivelyMultiplayer RPG EarlyAccess,10660,0,1589,0,-2137,alto_successo
2016-02-24,0,0.0,True,True,False,0,187,['Playa Games GmbH'],['Playa Games GmbH'],"['Single-player', 'Multi-player', 'MMO', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'In-App Purchases']",Adventure Casual Indie MassivelyMultiplayer RPG Strategy FreeToPlay,0,0,0,0,31029,alto_successo
